setid,"MolaLity of L-valine, mol/kg","Temperature, K","Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yjzjq,0.2993,308.15,0.02,100,1002.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2998,288.15,0.04,100,1008.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2998,293.15,0.04,100,1007.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2998,298.15,0.04,100,1006.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2998,303.15,0.04,100,1005.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.2998,308.15,0.04,100,1003.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3028,288.15,0.06,100,1009.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3028,293.15,0.06,100,1008.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3028,298.15,0.06,100,1007.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3028,303.15,0.06,100,1005.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3028,308.15,0.06,100,1003.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3464,288.15,0.005,100,1009.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3464,293.15,0.005,100,1008.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3464,298.15,0.005,100,1007,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3464,303.15,0.005,100,1005.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3464,308.15,0.005,100,1003.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3484,288.15,0.04,100,1010.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3484,293.15,0.04,100,1009.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3484,298.15,0.04,100,1007.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3484,303.15,0.04,100,1006.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3484,308.15,0.04,100,1004.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3498,288.15,0.06,100,1011,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3498,293.15,0.06,100,1009.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3498,298.15,0.06,100,1008.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3498,303.15,0.06,100,1007,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3498,308.15,0.06,100,1005.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3532,288.15,0.02,100,1009.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3532,293.15,0.02,100,1008.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3532,298.15,0.02,100,1007.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3532,303.15,0.02,100,1006.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.3532,308.15,0.02,100,1004.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
