setid,"Solvent: MolaLity of N-methyl-2-oxopyrrolidinium formate, mol/kg","Temperature, K","MolaLity of D-xylose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yvbzl,0.2,298.15,0.1367,100,1007.67,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,298.15,0.16995,100,1009.46,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,308.15,0.04585,100,999.399,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,308.15,0.07054,100,1000.75,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,308.15,0.08935,100,1001.77,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,308.15,0.11263,100,1003.03,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,308.15,0.11601,100,1003.21,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,308.15,0.1367,100,1004.32,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,308.15,0.16995,100,1006.08,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,318.15,0.04585,100,995.327,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,318.15,0.07054,100,996.666,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,318.15,0.08935,100,997.68,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,318.15,0.11263,100,998.926,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,318.15,0.11601,100,999.105,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,318.15,0.1367,100,1000.21,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.2,318.15,0.16995,100,1001.96,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,288.15,0.05701,100,1006.41,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,288.15,0.06789,100,1007.02,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,288.15,0.07038,100,1007.16,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,288.15,0.1045,100,1009.06,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,288.15,0.12029,100,1009.94,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,288.15,0.15665,100,1011.93,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,288.15,0.17132,100,1012.73,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,298.15,0.05701,100,1003.99,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,298.15,0.06789,100,1004.59,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,298.15,0.07038,100,1004.72,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,298.15,0.1045,100,1006.6,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,298.15,0.12029,100,1007.45,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,298.15,0.15665,100,1009.42,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,298.15,0.17132,100,1010.21,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,308.15,0.05701,100,1000.65,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,308.15,0.06789,100,1001.24,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,308.15,0.07038,100,1001.37,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,308.15,0.1045,100,1003.21,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,308.15,0.12029,100,1004.06,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,308.15,0.15665,100,1005.99,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,308.15,0.17132,100,1006.76,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,318.15,0.05701,100,996.512,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,318.15,0.06789,100,997.099,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,318.15,0.07038,100,997.232,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,318.15,0.1045,100,999.058,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,318.15,0.12029,100,999.897,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,318.15,0.15665,100,1001.82,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
yvbzl,0.25,318.15,0.17132,100,1002.58,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAbvBq,C[N+]=1CCCC1O.O=C[O-],N-methyl-2-oxopyrrolidinium formate
