setid,"Temperature, K","MolaLity of disodium ceftriaxone, mol/kg",Solvent: Weight fraction of 1-butyl-4-methylpyridinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YCRGp,293.15,0.2671,0.01,100,1068.35,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,293.15,0.3047,0.015,100,1077.93,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,293.15,0.3049,0.02,100,1079.3,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,293.15,0.306,0,100,1075.01,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,293.15,0.3061,0.01,100,1077.08,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0,0,100,997.042,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0,0.01,100,999.051,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0,0.015,100,1000.13,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0,0.02,100,1001.26,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.0194,0,100,1002.42,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.0469,0.01,100,1012.09,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.047,0.015,100,1013.22,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.0485,0,100,1010.35,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.0764,0.02,100,1022.27,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.0765,0.01,100,1020.05,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.0773,0,100,1018.01,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1072,0.01,100,1028.05,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1078,0.02,100,1030.5,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1081,0.015,100,1029.41,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1389,0.02,100,1038.4,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1392,0,100,1033.92,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1402,0.01,100,1036.43,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1707,0.015,100,1045.12,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1722,0.02,100,1046.63,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1731,0.01,100,1044.58,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.1737,0,100,1042.49,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.2166,0,100,1052.81,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.2167,0.015,100,1056.19,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.218,0.02,100,1057.65,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.2182,0.01,100,1055.4,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.2633,0.02,100,1068.1,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.2658,0,100,1064.29,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.267,0.015,100,1067.76,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.2671,0.01,100,1066.7,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.3047,0.015,100,1076.2,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.3049,0.02,100,1077.35,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.306,0,100,1073.3,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,298.15,0.3061,0.01,100,1075.34,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0,0,100,995.646,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0,0.01,100,997.647,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0,0.015,100,998.68,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0,0.02,100,999.765,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.0194,0,100,1000.99,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.0469,0.01,100,1010.57,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.047,0.015,100,1011.7,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.0485,0,100,1008.86,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.0764,0.02,100,1020.62,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.0765,0.01,100,1018.47,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.0773,0,100,1016.48,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1072,0.01,100,1026.4,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1078,0.02,100,1028.79,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1081,0.015,100,1027.78,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1389,0.02,100,1036.62,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1392,0,100,1032.28,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1402,0.01,100,1034.72,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1707,0.015,100,1043.38,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1722,0.02,100,1044.81,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1731,0.01,100,1042.82,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.1737,0,100,1040.8,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.2166,0,100,1051.07,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
YCRGp,303.15,0.2167,0.015,100,1054.38,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,AAsNVj,CCCC[n+]1ccc(C)cc1.[Br-],1-butyl-4-methylpyridinium bromide,AADYJk,O,water
