setid,"Temperature, K","Mole fraction of N,N-dimethylaniline","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VZOwo,323.15,1,100,931.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0,100,1275.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.1,100,1246.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.2,100,1227.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.2998,100,1209,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.397,100,1186.6,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.5045,100,1156,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.5996,100,1124.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.6997,100,1086.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.7994,100,1041.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,0.8945,100,991.9,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,328.15,1,100,927.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0,100,1271.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.1,100,1242.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.2,100,1223.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.2998,100,1205.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.397,100,1182.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.5045,100,1152.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.5996,100,1120.4,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.6997,100,1082.1,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.7994,100,1037.7,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,0.8945,100,987.8,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
VZOwo,333.15,1,100,923.5,Soldatovic et al. (2017),Density,Liquid,AAXPga,CN(C)c1ccccc1,"N,N-dimethylaniline",ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
