setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FSbGd,343.15,0.2,101.3,1234,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,343.15,0.4,101.3,1248,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,343.15,0.6,101.3,1261,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,343.15,0.8,101.3,1274,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,343.15,1,101.3,1286,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,348.15,0,101.3,1218,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,348.15,0.2,101.3,1230,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,348.15,0.4,101.3,1244,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,348.15,0.6,101.3,1257,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,348.15,0.8,101.3,1270,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,348.15,1,101.3,1282,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,353.15,0,101.3,1214,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,353.15,0.2,101.3,1226,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,353.15,0.4,101.3,1240,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,353.15,0.6,101.3,1253,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,353.15,0.8,101.3,1266,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,353.15,1,101.3,1278,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
