setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate",Mole fraction of N-methylpyrrolidone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
faEkx,303.15,0.3462,0.4125,100,1133.26,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.3695,0.3952,100,1136.96,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.3853,0.3846,100,1139.29,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.4025,0.3714,100,1141.85,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.4235,0.3587,100,1144.63,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.4458,0.3459,100,1147.41,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.4569,0.3421,100,1148.57,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.4738,0.3264,100,1150.94,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.4963,0.3054,100,1153.97,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.5135,0.2896,100,1156.19,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.5367,0.2751,100,1158.65,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.5529,0.2653,100,1160.27,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.5739,0.2462,100,1162.67,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.5944,0.2352,100,1164.45,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.6132,0.2205,100,1166.25,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.6387,0.2064,100,1168.34,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.6527,0.1966,100,1169.57,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.6719,0.1805,100,1171.35,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.6952,0.1632,100,1173.34,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.7146,0.152,100,1174.78,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,303.15,0.7361,0.1352,100,1176.49,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.0752,0.6129,100,1069.58,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.0964,0.6032,100,1075.48,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.1159,0.5879,100,1081.12,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.1329,0.5725,100,1085.99,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.1596,0.5546,100,1092.78,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.1909,0.5327,100,1100.27,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.2154,0.5122,100,1106.01,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.2309,0.4986,100,1109.54,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.2524,0.4822,100,1114.05,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.2761,0.4652,100,1118.69,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.2889,0.4563,100,1121.08,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.3064,0.4409,100,1124.47,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.3258,0.4251,100,1127.99,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.3462,0.4125,100,1131.25,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.3695,0.3952,100,1135.03,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.3853,0.3846,100,1137.35,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.4025,0.3714,100,1139.96,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.4235,0.3587,100,1142.77,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.4458,0.3459,100,1145.57,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.4569,0.3421,100,1146.74,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.4738,0.3264,100,1149.13,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.4963,0.3054,100,1152.18,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.5135,0.2896,100,1154.42,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.5367,0.2751,100,1156.84,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.5529,0.2653,100,1158.49,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.5739,0.2462,100,1160.92,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.5944,0.2352,100,1162.71,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.6132,0.2205,100,1164.58,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.6387,0.2064,100,1166.65,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.6527,0.1966,100,1167.87,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.6719,0.1805,100,1169.63,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.6952,0.1632,100,1171.56,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.7146,0.152,100,1172.9,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
faEkx,308.15,0.7361,0.1352,100,1174.57,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAQTZI,O=C1CCCN1,2-pyrrolidinone
