setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Qewpe,343.15,0,101.3,1.4561,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,343.15,0.2,101.3,1.4525,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,343.15,0.4,101.3,1.4495,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,343.15,0.6,101.3,1.4457,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,343.15,0.8,101.3,1.4417,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,343.15,1,101.3,1.437,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,348.15,0,101.3,1.4546,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,348.15,0.2,101.3,1.451,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,348.15,0.4,101.3,1.448,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,348.15,0.6,101.3,1.4443,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,348.15,0.8,101.3,1.4403,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,348.15,1,101.3,1.4357,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,353.15,0,101.3,1.4531,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,353.15,0.2,101.3,1.4495,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,353.15,0.4,101.3,1.4466,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,353.15,0.6,101.3,1.4429,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,353.15,0.8,101.3,1.439,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
Qewpe,353.15,1,101.3,1.4344,Seki et al. (2019),Refractive index,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,,
